,State,Agency_type,Agency_name,Ethnicity,Disability,Gender,Gender_Identity,Population,quarter_1,quarter_2,quarter_3,quarter_4,vRace,vRel,vSexOr
888,Minnesota,Cities,Mankato,0,0,0,0,40360,0,2,2,2,2.0,2.0,2.0
889,Minnesota,Cities,Maple Grove,0,0,0,0,65318,0,1,0,0,0.0,0.0,1.0
890,Minnesota,Cities,Marshall,1,0,0,0,13370,1,1,0,0,1.0,0.0,0.0
891,Minnesota,Cities,Mendota Heights,0,0,0,0,11158,0,0,0,1,0.0,0.0,1.0
892,Minnesota,Cities,Minneapolis,3,1,0,0,396206,6,13,11,9,20.0,4.0,11.0
893,Minnesota,Cities,Moorhead,0,0,0,0,39322,0,0,1,1,1.0,0.0,1.0
894,Minnesota,Cities,Plymouth,0,0,0,0,73684,0,3,4,0,3.0,2.0,2.0
895,Minnesota,Cities,Rochester,2,0,0,0,109675,0,2,2,0,2.0,0.0,0.0
896,Minnesota,Cities,Roseville,0,0,0,0,34991,0,2,1,0,2.0,0.0,1.0
897,Minnesota,Cities,Savage,0,0,0,0,28285,0,1,0,0,0.0,0.0,1.0
898,Minnesota,Cities,Shakopee,0,0,0,0,39214,1,0,0,0,0.0,0.0,1.0
899,Minnesota,Cities,Shoreview,0,0,0,0,25810,0,0,1,0,0.0,0.0,1.0
900,Minnesota,Cities,Spring Lake Park,1,0,0,0,6458,0,1,0,0,0.0,0.0,0.0
901,Minnesota,Cities,St. Anthony,0,0,0,0,8445,0,1,0,0,1.0,0.0,0.0
902,Minnesota,Cities,St. Cloud,2,0,0,0,65977,0,3,3,2,6.0,0.0,0.0
903,Minnesota,Cities,St. Louis Park,0,0,0,0,46723,1,4,1,1,3.0,4.0,0.0
904,Minnesota,Cities,St. Paul,0,0,0,0,294690,0,18,11,1,24.0,4.0,2.0
905,Minnesota,Cities,Wadena,0,0,0,0,4092,1,0,0,0,0.0,0.0,1.0
906,Minnesota,Cities,Waite Park,1,0,0,0,6683,0,0,1,0,0.0,0.0,0.0
907,Minnesota,Cities,West St. Paul,0,0,0,0,19761,0,0,1,0,1.0,0.0,0.0
908,Minnesota,Cities,Woodbury,0,0,0,0,65259,1,0,0,0,1.0,0.0,0.0
909,Minnesota,Universities and Colleges,"""University of Minnesota",0,0,0,0,0,0,0,0,1,,,
910,Minnesota,Metropolitan Counties,Hennepin,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
911,Minnesota,Metropolitan Counties,Mille Lacs,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
912,Minnesota,Nonmetropolitan Counties,Mahnomen,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
913,Minnesota,Nonmetropolitan Counties,Rice,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
914,Mississippi,Cities,Biloxi,0,0,0,0,44744,1,0,0,0,1.0,0.0,0.0
915,Mississippi,Cities,Gulfport,2,0,0,0,70863,2,1,0,0,1.0,0.0,0.0
916,Missouri,Cities,Branson,1,0,0,0,10918,0,0,0,1,0.0,0.0,0.0
917,Missouri,Cities,Clayton,0,0,0,0,15901,0,1,0,0,0.0,1.0,0.0
918,Missouri,Cities,Grandview,0,0,0,0,24630,0,0,1,0,1.0,0.0,0.0
919,Missouri,Cities,Independence,0,0,0,0,117381,1,0,1,0,1.0,0.0,1.0
920,Missouri,Cities,Joplin,0,0,0,0,49272,2,0,0,0,2.0,0.0,0.0
921,Missouri,Cities,Kansas City,5,1,4,2,465514,13,17,21,12,30.0,7.0,14.0
922,Missouri,Cities,Raytown,0,0,0,0,29501,0,0,0,1,1.0,0.0,0.0
923,Missouri,Cities,Springfield,0,0,0,0,163062,0,3,0,0,1.0,1.0,1.0
924,Missouri,Cities,St. Charles,0,0,0,0,66628,0,1,0,0,1.0,0.0,0.0
925,Missouri,Cities,St. Joseph,0,0,0,0,77347,1,0,1,0,2.0,0.0,0.0
926,Missouri,Cities,St. Louis,0,0,0,0,318563,3,2,2,5,4.0,1.0,7.0
927,Missouri,Cities,University City,0,0,0,0,35186,0,0,1,0,1.0,0.0,0.0
928,Missouri,Universities and Colleges,"""University of Missouri",0,0,0,0,2,0,0,0,0,,,
929,Missouri,Metropolitan Counties,De Kalb,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
930,Missouri,Metropolitan Counties,Jefferson,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
931,Missouri,Metropolitan Counties,St. Charles,0,0,0,0,0,0,2,2,0,2.0,0.0,2.0
932,Missouri,Metropolitan Counties,St. Louis County Police Department,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
933,Missouri,Nonmetropolitan Counties,Carroll,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
934,Missouri,Nonmetropolitan Counties,Henry,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
935,Missouri,Nonmetropolitan Counties,Laclede,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
936,Montana,Cities,Billings,0,0,0,0,107802,1,2,1,3,5.0,1.0,1.0
937,Montana,Cities,Columbia Falls,0,0,0,0,4721,0,1,0,0,1.0,0.0,0.0
938,Montana,Cities,Great Falls,0,0,0,0,58940,0,0,0,1,1.0,0.0,0.0
939,Montana,Cities,Hamilton,0,0,0,0,4555,0,0,0,1,0.0,1.0,0.0
940,Montana,Cities,Helena,0,0,0,0,29411,11,0,0,0,11.0,0.0,0.0
941,Montana,Cities,Kalispell,0,0,0,0,20665,0,0,2,0,2.0,0.0,0.0
942,Montana,Cities,Missoula,0,0,0,0,68877,1,0,1,0,1.0,0.0,1.0
943,Montana,Universities and Colleges,Montana State University,0,0,0,0,14269,0,1,0,0,1.0,0.0,0.0
944,Montana,Metropolitan Counties,Cascade,1,0,0,0,0,0,0,2,0,1.0,0.0,0.0
945,Montana,Metropolitan Counties,Missoula,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
946,Montana,Nonmetropolitan Counties,Park,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
947,Montana,Nonmetropolitan Counties,Silver Bow,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
948,Nebraska,Cities,Columbus,0,0,0,0,22624,0,0,1,0,0.0,0.0,1.0
949,Nebraska,Cities,Cozad,1,0,0,0,3929,1,0,0,0,0.0,0.0,0.0
950,Nebraska,Cities,Grand Island,2,0,0,0,50441,0,0,2,0,0.0,0.0,0.0
951,Nebraska,Cities,Kearney,0,0,0,0,32113,0,0,1,0,0.0,1.0,0.0
952,Nebraska,Cities,Lexington,0,0,0,0,10204,0,0,0,2,2.0,0.0,0.0
953,Nebraska,Cities,Lincoln,1,0,0,0,267565,5,3,2,5,8.0,2.0,4.0
954,Nebraska,Cities,Omaha,1,0,0,0,425076,2,3,3,1,4.0,2.0,2.0
955,Nebraska,Cities,Sidney,0,0,0,0,6831,1,0,0,0,0.0,0.0,1.0
956,Nebraska,Metropolitan Counties,Lancaster,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0
957,Nebraska,Nonmetropolitan Counties,Dawson,0,0,0,0,0,0,0,1,2,3.0,0.0,0.0
958,Nevada,Cities,Carlin,0,0,0,0,2457,0,0,0,1,1.0,0.0,0.0
959,Nevada,Cities,Henderson,0,0,0,0,268237,0,0,1,0,1.0,0.0,0.0
960,Nevada,Cities,Las Vegas Metropolitan Police Department,6,0,0,0,1500455,16,13,18,18,27.0,9.0,23.0
961,Nevada,Cities,North Las Vegas,1,0,0,0,225632,0,1,1,0,0.0,0.0,1.0
962,Nevada,Cities,Reno,0,0,0,0,232561,0,1,3,0,2.0,1.0,1.0
963,New_Hampshire,Cities,Ashland,0,0,0,0,2056,0,1,0,0,1.0,0.0,0.0
964,New_Hampshire,Cities,Bedford,0,0,0,0,21645,0,1,0,0,1.0,0.0,0.0
965,New_Hampshire,Cities,Concord,0,0,0,0,42615,0,2,1,0,2.0,1.0,0.0
966,New_Hampshire,Cities,Conway,0,0,0,0,10056,1,0,0,0,0.0,0.0,1.0
967,New_Hampshire,Cities,Farmington,0,0,0,0,6799,0,0,1,0,1.0,0.0,0.0
968,New_Hampshire,Cities,Hampton,0,0,0,0,15067,0,0,1,0,1.0,0.0,0.0
969,New_Hampshire,Cities,Hampton Falls,1,0,0,0,2294,0,1,0,0,0.0,0.0,0.0
970,New_Hampshire,Cities,Hanover,0,0,0,0,11195,0,1,0,0,0.0,0.0,1.0
971,New_Hampshire,Cities,Keene,0,0,0,0,23236,0,0,1,0,0.0,1.0,0.0
972,New_Hampshire,Cities,Londonderry,0,0,0,0,24338,0,1,0,0,0.0,1.0,0.0
973,New_Hampshire,Cities,Manchester,0,0,0,0,110411,0,0,0,1,1.0,0.0,0.0
974,New_Hampshire,Cities,Newbury,0,0,0,0,2110,1,0,0,0,0.0,0.0,1.0
975,New_Hampshire,Cities,Pelham,0,0,0,0,13034,2,1,0,0,1.0,2.0,0.0
976,New_Hampshire,Cities,Plaistow,0,0,0,0,7620,0,0,0,1,1.0,0.0,0.0
977,New_Hampshire,Cities,Windham,0,0,0,0,14092,1,0,0,0,1.0,0.0,0.0
978,New_Hampshire,Universities and Colleges,University of New Hampshire,0,0,0,0,15267,1,0,1,0,1.0,0.0,1.0
979,New_Jersey,Cities,Aberdeen Township,0,0,0,0,18150,1,6,1,3,8.0,1.0,2.0
980,New_Jersey,Cities,Allenhurst,0,0,0,0,493,0,0,1,1,0.0,2.0,0.0
981,New_Jersey,Cities,Asbury Park,0,0,0,0,15779,1,2,1,0,1.0,0.0,3.0
982,New_Jersey,Cities,Bedminster Township,0,0,0,0,8213,0,2,0,0,1.0,1.0,0.0
983,New_Jersey,Cities,Belleville,0,0,0,0,36229,0,0,1,1,0.0,0.0,2.0
984,New_Jersey,Cities,Brick Township,1,0,0,0,75371,1,2,1,0,2.0,1.0,0.0
985,New_Jersey,Cities,Burlington,0,1,0,0,9865,1,0,0,0,0.0,0.0,0.0
986,New_Jersey,Cities,Burlington Township,0,0,0,0,22750,1,0,0,0,0.0,1.0,0.0
987,New_Jersey,Cities,Caldwell,0,0,0,0,7876,0,0,1,0,1.0,0.0,0.0
988,New_Jersey,Cities,Cinnaminson Township,0,0,0,0,16686,0,0,0,1,1.0,0.0,0.0
989,New_Jersey,Cities,Clark Township,0,0,0,0,15021,0,1,0,0,0.0,1.0,0.0
990,New_Jersey,Cities,Closter,0,0,0,0,8548,1,0,0,0,0.0,0.0,1.0
991,New_Jersey,Cities,Colts Neck Township,0,0,0,0,10075,0,0,2,1,3.0,0.0,0.0
992,New_Jersey,Cities,Cranford Township,0,0,0,0,23165,1,0,0,0,0.0,1.0,0.0
993,New_Jersey,Cities,Delran Township,0,0,0,0,16862,0,1,0,1,2.0,0.0,0.0
994,New_Jersey,Cities,Eastampton Township,1,0,0,0,6103,1,0,0,0,0.0,0.0,0.0
995,New_Jersey,Cities,East Brunswick Township,1,0,0,0,48073,3,4,3,4,1.0,10.0,2.0
996,New_Jersey,Cities,East Hanover Township,0,0,0,0,11350,0,0,0,1,0.0,1.0,0.0
997,New_Jersey,Cities,East Orange,0,0,0,0,64425,0,0,0,1,0.0,1.0,0.0
998,New_Jersey,Cities,East Windsor Township,0,0,0,0,27564,0,0,1,0,0.0,1.0,0.0
999,New_Jersey,Cities,Egg Harbor Township,1,0,0,0,43709,0,2,0,1,2.0,0.0,0.0
1000,New_Jersey,Cities,Elmwood Park,0,1,0,0,20077,1,1,0,0,1.0,0.0,0.0
1001,New_Jersey,Cities,Evesham Township,0,0,0,0,45798,4,3,1,0,7.0,1.0,0.0
1002,New_Jersey,Cities,Ewing Township,0,0,0,0,36449,0,1,0,2,1.0,0.0,2.0
1003,New_Jersey,Cities,Fairview,1,0,0,0,14358,0,0,1,0,0.0,0.0,0.0
1004,New_Jersey,Cities,Fanwood,0,0,0,0,7447,0,0,1,0,0.0,1.0,0.0
1005,New_Jersey,Cities,Fort Lee,0,0,0,0,35900,2,1,0,0,2.0,0.0,1.0
1006,New_Jersey,Cities,Franklin Lakes,1,0,0,0,10746,1,1,0,0,0.0,1.0,0.0
1007,New_Jersey,Cities,"""Franklin Township",0,0,0,0,0,0,0,0,1,,,
1008,New_Jersey,Cities,Freehold Township,0,0,0,0,36048,1,0,0,0,0.0,1.0,0.0
1009,New_Jersey,Cities,Galloway Township,0,0,0,0,37304,0,1,0,0,0.0,0.0,1.0
1010,New_Jersey,Cities,Glassboro,2,0,0,0,19038,3,2,3,4,8.0,0.0,2.0
1011,New_Jersey,Cities,Glen Ridge,0,0,0,0,7626,0,1,0,0,0.0,1.0,0.0
1012,New_Jersey,Cities,Gloucester Township,0,0,0,0,64440,0,2,0,0,2.0,0.0,0.0
1013,New_Jersey,Cities,Green Brook Township,0,0,0,0,7240,1,1,0,0,0.0,2.0,0.0
1014,New_Jersey,Cities,"""Greenwich Township",0,0,0,0,1,0,0,0,0,,,
1015,New_Jersey,Cities,Haddonfield,0,0,0,0,11590,0,0,0,1,0.0,1.0,0.0
1016,New_Jersey,Cities,Haddon Township,1,0,0,0,14732,0,0,1,0,0.0,0.0,0.0
1017,New_Jersey,Cities,Hardyston Township,0,0,0,0,8049,0,0,1,0,0.0,0.0,1.0
1018,New_Jersey,Cities,Harrison,0,0,0,0,13975,0,0,0,1,0.0,0.0,1.0
1019,New_Jersey,Cities,Harrison Township,0,0,0,0,12616,0,0,1,0,1.0,0.0,0.0
1020,New_Jersey,Cities,Highland Park,0,0,0,0,14420,1,4,2,1,2.0,3.0,3.0
1021,New_Jersey,Cities,Hightstown,1,0,0,0,5572,0,1,1,1,1.0,1.0,0.0
1022,New_Jersey,Cities,Hillsborough Township,0,0,0,0,39037,0,1,0,0,1.0,0.0,0.0
1023,New_Jersey,Cities,Hoboken,0,0,0,0,52771,1,2,1,3,3.0,3.0,1.0
1024,New_Jersey,Cities,Holmdel Township,0,0,0,0,16657,2,2,0,1,2.0,3.0,0.0
1025,New_Jersey,Cities,Howell Township,3,0,0,0,51100,2,7,5,4,5.0,6.0,4.0
1026,New_Jersey,Cities,Irvington,0,0,0,0,54246,0,0,1,0,0.0,0.0,1.0
1027,New_Jersey,Cities,Jackson Township,0,0,0,0,55817,1,0,0,2,2.0,1.0,0.0
1028,New_Jersey,Cities,Jersey City,1,0,0,0,256886,0,3,0,2,2.0,0.0,2.0
1029,New_Jersey,Cities,Keansburg,0,0,0,0,9981,1,0,2,1,3.0,0.0,1.0
1030,New_Jersey,Cities,Lacey Township,2,1,0,0,27865,1,5,1,1,3.0,0.0,2.0
1031,New_Jersey,Cities,Lakewood Township,3,0,0,0,92664,2,6,7,8,5.0,15.0,0.0
1032,New_Jersey,Cities,"""Lawrence Township",0,1,0,0,0,0,0,0,1,,,
1033,New_Jersey,Cities,Little Egg Harbor Township,2,0,0,0,20412,1,2,0,3,3.0,1.0,0.0
1034,New_Jersey,Cities,Little Falls Township,0,0,0,0,14504,0,1,0,0,0.0,0.0,1.0
1035,New_Jersey,Cities,Livingston Township,0,0,0,0,29621,0,0,2,0,2.0,0.0,0.0
1036,New_Jersey,Cities,Logan Township,0,0,0,0,6019,0,0,1,0,1.0,0.0,0.0
1037,New_Jersey,Cities,Long Beach Township,0,0,0,0,3068,0,1,0,0,0.0,1.0,0.0
1038,New_Jersey,Cities,Lower Township,0,0,0,0,22467,0,0,1,0,1.0,0.0,0.0
1039,New_Jersey,Cities,Lumberton Township,0,0,0,0,12516,0,0,2,0,2.0,0.0,0.0
1040,New_Jersey,Cities,Mahwah Township,0,0,0,0,26292,0,0,1,0,0.0,1.0,0.0
1041,New_Jersey,Cities,Manalapan Township,2,0,0,0,39313,2,0,1,0,1.0,0.0,0.0
1042,New_Jersey,Cities,Manasquan,0,0,0,0,5860,1,2,0,0,1.0,2.0,0.0
1043,New_Jersey,Cities,Manchester Township,0,0,0,0,43013,0,3,0,0,3.0,0.0,0.0
1044,New_Jersey,Cities,Maple Shade Township,0,0,0,0,19291,1,0,0,0,1.0,0.0,0.0
1045,New_Jersey,Cities,Margate City,0,0,0,0,6319,0,0,0,1,1.0,0.0,0.0
1046,New_Jersey,Cities,Marlboro Township,0,0,0,0,40190,1,1,0,0,2.0,0.0,0.0
1047,New_Jersey,Cities,Medford Lakes,0,0,0,0,4196,0,1,0,0,0.0,0.0,1.0
1048,New_Jersey,Cities,Medford Township,0,0,0,0,23285,2,1,1,3,4.0,2.0,1.0
1049,New_Jersey,Cities,Mendham,0,0,0,0,5029,0,0,0,1,0.0,1.0,0.0
1050,New_Jersey,Cities,Middlesex,0,0,0,0,13787,1,0,0,0,1.0,0.0,0.0
1051,New_Jersey,Cities,Middletown Township,0,0,0,0,66246,0,1,0,0,1.0,0.0,0.0
1052,New_Jersey,Cities,"""Monroe Township",1,1,0,0,8,0,1,0,2,,,
1053,New_Jersey,Cities,Montclair,0,0,0,0,37962,2,2,1,1,4.0,2.0,0.0
1054,New_Jersey,Cities,Montgomery Township,0,0,0,0,22467,1,1,0,2,1.0,3.0,0.0
1055,New_Jersey,Cities,Moorestown Township,0,0,0,0,20706,0,0,1,0,1.0,0.0,0.0
1056,New_Jersey,Cities,Morris Township,0,0,0,0,22640,0,0,0,1,0.0,1.0,0.0
1057,New_Jersey,Cities,Mount Laurel Township,1,0,0,0,41839,0,0,0,1,0.0,0.0,0.0
1058,New_Jersey,Cities,Mount Olive Township,2,0,0,0,28611,0,1,0,1,0.0,0.0,0.0
1059,New_Jersey,Cities,Neptune Township,1,0,0,0,27856,0,8,2,4,10.0,0.0,3.0
1060,New_Jersey,Cities,Newark,0,0,0,0,278246,0,2,0,1,2.0,0.0,1.0
1061,New_Jersey,Cities,New Brunswick,0,0,0,0,56542,3,1,1,0,3.0,1.0,1.0
1062,New_Jersey,Cities,New Providence,0,0,0,0,12463,1,2,0,0,1.0,2.0,0.0
1063,New_Jersey,Cities,North Brunswick Township,2,0,0,0,41425,1,2,0,1,1.0,0.0,1.0
1064,New_Jersey,Cities,Nutley Township,0,0,0,0,28660,0,1,2,0,2.0,1.0,0.0
1065,New_Jersey,Cities,Oakland,0,0,0,0,12927,1,2,1,1,1.0,2.0,2.0
1066,New_Jersey,Cities,Oceanport,0,0,0,0,5833,0,0,1,0,0.0,1.0,0.0
1067,New_Jersey,Cities,Old Bridge Township,0,0,0,0,66528,1,0,1,0,1.0,0.0,1.0
1068,New_Jersey,Cities,Palmyra,0,0,0,0,7412,0,0,1,0,1.0,0.0,0.0
1069,New_Jersey,Cities,Paramus,1,0,0,0,26628,0,0,0,1,0.0,0.0,0.0
1070,New_Jersey,Cities,Parsippany-Troy Hills Township,0,0,0,0,53851,0,0,0,2,0.0,2.0,0.0
1071,New_Jersey,Cities,Passaic,1,0,0,0,70445,0,1,2,2,2.0,2.0,0.0
1072,New_Jersey,Cities,Paulsboro,0,0,0,0,6034,0,0,0,1,1.0,0.0,0.0
1073,New_Jersey,Cities,Pemberton Township,0,0,0,0,27949,0,0,0,1,1.0,0.0,0.0
1074,New_Jersey,Cities,Pennsauken Township,0,0,0,0,35788,0,0,0,1,0.0,1.0,0.0
1075,New_Jersey,Cities,Pequannock Township,0,0,0,0,15580,0,0,0,1,0.0,1.0,0.0
1076,New_Jersey,Cities,Phillipsburg,1,0,0,0,14619,0,0,1,1,0.0,1.0,0.0
1077,New_Jersey,Cities,Pine Hill,0,0,0,0,10704,0,0,0,1,1.0,0.0,0.0
1078,New_Jersey,Cities,Piscataway Township,0,0,0,0,58259,3,1,0,0,0.0,2.0,2.0
1079,New_Jersey,Cities,Pitman,0,0,0,0,8930,1,0,5,1,6.0,1.0,0.0
1080,New_Jersey,Cities,Plainsboro Township,0,1,0,0,23256,0,1,0,0,0.0,0.0,0.0
1081,New_Jersey,Cities,Point Pleasant,1,0,0,0,18458,1,4,1,0,4.0,1.0,0.0
1082,New_Jersey,Cities,Randolph Township,0,0,0,0,25969,0,0,2,1,1.0,0.0,2.0
1083,New_Jersey,Cities,Raritan,0,0,0,0,7352,0,0,0,2,0.0,0.0,2.0
1084,New_Jersey,Cities,Readington Township,0,0,0,0,15910,0,0,0,1,0.0,1.0,0.0
1085,New_Jersey,Cities,Robbinsville Township,0,0,0,0,14046,1,1,1,0,2.0,1.0,0.0
1086,New_Jersey,Cities,Runnemede,0,0,0,0,8459,0,0,0,1,0.0,1.0,0.0
1087,New_Jersey,Cities,Salem,0,0,0,0,5175,0,0,1,0,1.0,0.0,0.0
1088,New_Jersey,Cities,Secaucus,0,0,0,0,19119,0,1,0,3,0.0,2.0,2.0
1089,New_Jersey,Cities,Shrewsbury,0,0,0,0,3941,2,0,0,0,2.0,0.0,0.0
1090,New_Jersey,Cities,Somerville,0,0,0,0,12174,0,0,1,0,0.0,1.0,0.0
1091,New_Jersey,Cities,South Brunswick Township,0,0,0,0,44575,0,1,2,2,0.0,4.0,1.0
1092,New_Jersey,Cities,South Orange,0,0,0,0,16297,1,1,0,0,1.0,0.0,1.0
1093,New_Jersey,Cities,South Plainfield,1,0,0,0,23789,1,1,0,0,1.0,0.0,0.0
1094,New_Jersey,Cities,Spotswood,0,0,0,0,8459,0,1,1,0,0.0,2.0,0.0
1095,New_Jersey,Cities,Toms River Township,0,0,0,0,92332,0,0,1,0,0.0,1.0,0.0
1096,New_Jersey,Cities,Totowa,0,0,0,0,10985,0,1,2,0,1.0,1.0,1.0
1097,New_Jersey,Cities,Trenton,0,0,0,0,84439,0,1,1,0,1.0,0.0,1.0
1098,New_Jersey,Cities,Union Beach,1,0,0,0,6198,0,1,0,0,0.0,0.0,0.0
1099,New_Jersey,Cities,Union City,0,0,0,0,68254,1,1,0,0,0.0,1.0,1.0
1100,New_Jersey,Cities,Verona,0,0,0,0,13429,0,1,0,0,0.0,1.0,0.0
1101,New_Jersey,Cities,Vineland,0,0,0,0,60863,0,1,0,1,0.0,1.0,1.0
1102,New_Jersey,Cities,Voorhees Township,0,0,0,0,29284,0,2,1,0,2.0,1.0,0.0
1103,New_Jersey,Cities,Washington,0,0,0,0,6408,1,0,2,1,3.0,1.0,0.0
1104,New_Jersey,Cities,"""Washington Township",0,0,0,0,0,0,0,1,1,,,
1105,New_Jersey,Cities,"""Washington Township",0,0,0,0,1,0,0,0,0,,,
1106,New_Jersey,Cities,"""Washington Township",1,0,0,0,0,0,0,1,1,,,
1107,New_Jersey,Cities,"""Washington Township",1,0,0,0,1,0,0,0,0,,,
1108,New_Jersey,Cities,Watchung,0,0,0,0,5844,0,0,1,0,0.0,1.0,0.0
1109,New_Jersey,Cities,Weehawken Township,0,0,0,0,12937,0,1,1,0,1.0,0.0,1.0
1110,New_Jersey,Cities,West Caldwell Township,0,0,0,0,10878,0,0,1,0,0.0,1.0,0.0
1111,New_Jersey,Cities,West Deptford Township,1,0,0,0,21497,3,1,1,0,3.0,1.0,0.0
1112,New_Jersey,Cities,West Long Branch,0,0,0,0,8660,0,0,1,0,0.0,1.0,0.0
1113,New_Jersey,Cities,West Milford Township,0,0,0,0,26095,2,0,1,0,3.0,0.0,0.0
1114,New_Jersey,Cities,Woodbridge Township,0,0,0,0,100568,0,2,0,1,1.0,2.0,0.0
1115,New_Jersey,Cities,Woodbury,0,0,0,0,10073,0,0,2,3,4.0,1.0,0.0
1116,New_Jersey,Cities,Woodbury Heights,0,0,0,0,3026,1,0,0,0,1.0,0.0,0.0
1117,New_Jersey,Cities,Woolwich Township,0,0,0,0,11167,0,1,0,0,1.0,0.0,0.0
1118,New_Jersey,Metropolitan Counties,Camden County Police Department,0,0,0,0,0,0,4,4,0,6.0,0.0,2.0
1119,New_Jersey,State Police Agencies,State Police: Ocean County,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
1120,New_Jersey,State Police Agencies,State Police: Salem County,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1121,New_Mexico,Cities,Albuquerque,0,0,0,0,558165,2,1,6,1,5.0,1.0,4.0
1122,New_Mexico,Cities,Belen,1,0,0,0,7247,0,0,0,1,0.0,0.0,0.0
1123,New_Mexico,Cities,Los Lunas,0,0,0,0,15252,0,0,1,0,1.0,0.0,0.0
1124,New_York,Cities,Albany,0,0,0,0,97956,0,2,1,0,1.0,2.0,0.0
1125,New_York,Cities,Amherst Town,0,0,0,0,118296,0,0,1,2,3.0,0.0,0.0
1126,New_York,Cities,Batavia,0,0,0,0,15374,0,0,1,0,1.0,0.0,0.0
1127,New_York,Cities,Brighton Town,0,0,0,0,36689,1,0,0,0,1.0,0.0,0.0
1128,New_York,Cities,Buffalo,2,0,1,0,258789,6,3,4,4,11.0,1.0,2.0
1129,New_York,Cities,Canandaigua,0,0,0,0,10470,0,1,0,0,1.0,0.0,0.0
1130,New_York,Cities,Clarkstown Town,0,0,0,0,80705,2,1,0,0,1.0,2.0,0.0
1131,New_York,Cities,Cohoes,0,0,0,0,16179,0,1,0,0,1.0,0.0,0.0
1132,New_York,Cities,Colonie Town,0,0,0,0,78215,0,1,0,0,0.0,0.0,1.0
1133,New_York,Cities,Crawford Town,0,0,0,0,9264,0,1,0,6,3.0,4.0,0.0
1134,New_York,Cities,Croton-on-Hudson Village,0,0,1,0,8180,0,1,0,0,0.0,0.0,0.0
1135,New_York,Cities,Freeport Village,1,0,0,0,43214,1,0,0,0,0.0,0.0,0.0
1136,New_York,Cities,Greece Town,0,0,0,0,96667,0,1,2,0,3.0,0.0,0.0
1137,New_York,Cities,Hamburg Town,0,0,0,0,45535,1,0,0,0,1.0,0.0,0.0
1138,New_York,Cities,Hyde Park Town,0,0,0,0,21397,0,0,1,0,1.0,0.0,0.0
1139,New_York,Cities,Ithaca,0,0,0,0,30433,0,1,0,0,0.0,0.0,1.0
1140,New_York,Cities,Jamestown,0,0,0,0,30658,1,0,0,1,2.0,0.0,0.0
1141,New_York,Cities,Liberty Village,0,0,0,0,4285,0,0,0,4,0.0,4.0,0.0
1142,New_York,Cities,Middletown,0,0,0,0,27809,0,0,1,0,1.0,0.0,0.0
1143,New_York,Cities,Monroe Village,0,0,0,0,8544,0,1,0,1,0.0,2.0,0.0
1144,New_York,Cities,Mount Vernon,1,0,0,0,68071,1,1,0,1,2.0,0.0,0.0
1145,New_York,Cities,Newburgh,1,0,0,0,28571,0,1,0,1,0.0,0.0,1.0
1146,New_York,Cities,New Rochelle,0,0,0,0,78800,1,1,1,0,1.0,2.0,0.0
1147,New_York,Cities,New York,17,1,0,1,8396126,56,84,81,93,44.0,152.0,99.0
1148,New_York,Cities,Niagara Falls,1,0,0,0,49574,0,2,0,1,2.0,0.0,0.0
1149,New_York,Cities,North Syracuse Village,0,0,0,0,6964,0,1,1,0,2.0,0.0,0.0
1150,New_York,Cities,Owego Village,0,0,0,0,3818,0,0,1,0,0.0,0.0,1.0
1151,New_York,Cities,Poughkeepsie,2,1,0,1,30778,2,1,0,1,0.0,0.0,0.0
1152,New_York,Cities,Poughkeepsie Town,0,0,0,0,43866,0,2,1,2,2.0,1.0,1.0
1153,New_York,Cities,Ramapo Town,0,0,0,0,87204,0,0,0,1,0.0,1.0,0.0
1154,New_York,Cities,Rochester,0,0,0,0,210562,0,2,2,0,3.0,1.0,0.0
1155,New_York,Cities,Rockville Centre Village,0,0,0,0,24129,0,1,0,0,0.0,1.0,0.0
1156,New_York,Cities,Salamanca,0,0,0,0,5691,0,0,1,0,1.0,0.0,0.0
1157,New_York,Cities,Saratoga Springs,0,0,0,0,27081,0,0,1,2,1.0,2.0,0.0
1158,New_York,Cities,Scarsdale Village,0,0,0,0,17564,1,0,0,0,0.0,1.0,0.0
1159,New_York,Cities,Schodack Town,0,0,1,0,11573,0,0,1,0,0.0,0.0,0.0
1160,New_York,Cities,Sleepy Hollow Village,0,0,0,0,9996,0,1,1,0,0.0,2.0,0.0
1161,New_York,Cities,Spring Valley Village,0,0,0,0,32288,0,0,1,1,1.0,1.0,0.0
