,State,Agency_type,Agency_name,Ethnicity,Disability,Gender,Gender_Identity,Population,quarter_1,quarter_2,quarter_3,quarter_4,vRace,vRel,vSexOr
1162,New_York,Cities,Troy,0,0,0,0,49898,0,0,1,0,1.0,0.0,0.0
1163,New_York,Cities,Tuckahoe Village,1,0,0,0,6578,1,0,0,0,0.0,0.0,0.0
1164,New_York,Cities,Utica,0,0,0,0,61686,0,0,1,0,1.0,0.0,0.0
1165,New_York,Cities,West Seneca Town,0,0,0,0,44821,0,1,1,0,2.0,0.0,0.0
1166,New_York,Cities,Yonkers,0,0,1,1,199134,2,0,3,2,1.0,3.0,1.0
1167,New_York,Universities and Colleges,Cornell University,0,0,0,0,21424,0,1,1,0,1.0,0.0,1.0
1168,New_York,Universities and Colleges,Ithaca College,1,0,0,0,6759,0,1,0,0,0.0,0.0,0.0
1169,New_York,Universities and Colleges,State University of New York: Binghamton,0,0,0,1,15308,0,0,3,1,0.0,2.0,0.0
1170,New_York,Universities and Colleges,State University of New York: Stony Brook,0,0,0,0,23946,0,1,1,0,0.0,2.0,0.0
1171,New_York,Universities and Colleges,State University of New York Agricultural and Technical College: Alfred,0,0,0,0,3528,0,0,0,1,1.0,0.0,0.0
1172,New_York,Universities and Colleges,State University of New York Agricultural and Technical College: Cobleskill,0,0,0,0,2492,0,0,0,1,0.0,0.0,1.0
1173,New_York,Universities and Colleges,State University of New York Agricultural and Technical College: Morrisville,0,0,1,0,3095,0,1,0,0,0.0,0.0,0.0
1174,New_York,Universities and Colleges,State University of New York College: Buffalo,0,0,0,0,11781,0,1,0,0,0.0,0.0,1.0
1175,New_York,Universities and Colleges,State University of New York College: Cortland,0,0,0,0,7098,1,1,0,1,2.0,1.0,0.0
1176,New_York,Universities and Colleges,State University of New York College: Fredonia,0,0,0,0,5521,0,1,0,0,1.0,0.0,0.0
1177,New_York,Universities and Colleges,State University of New York College: New Paltz,0,0,0,0,7655,0,0,0,2,2.0,0.0,0.0
1178,New_York,Universities and Colleges,State University of New York College: Oneonta,0,0,0,0,6041,0,0,1,1,0.0,2.0,0.0
1179,New_York,Universities and Colleges,State University of New York College: Oswego,0,0,0,0,7921,1,0,0,0,0.0,1.0,0.0
1180,New_York,Universities and Colleges,State University of New York College: Potsdam,0,0,0,0,4224,1,0,0,1,1.0,0.0,1.0
1181,New_York,Universities and Colleges,State University of New York College: Purchase,0,0,0,0,4240,0,1,0,0,0.0,1.0,0.0
1182,New_York,Metropolitan Counties,Broome,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
1183,New_York,Metropolitan Counties,Erie,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0
1184,New_York,Metropolitan Counties,Livingston,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0
1185,New_York,Metropolitan Counties,Monroe,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1186,New_York,Metropolitan Counties,Nassau,3,0,0,0,0,9,16,9,9,10.0,28.0,2.0
1187,New_York,Metropolitan Counties,Oneida,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1188,New_York,Metropolitan Counties,Putnam,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0
1189,New_York,Metropolitan Counties,Suffolk County Police Department,4,0,0,0,0,11,33,22,21,26.0,50.0,7.0
1190,New_York,Metropolitan Counties,Ulster,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1191,New_York,Metropolitan Counties,Westchester Public Safety,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
1192,New_York,Nonmetropolitan Counties,St. Lawrence,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1193,New_York,State Police Agencies,State Police: Broome County,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0
1194,New_York,State Police Agencies,State Police: Dutchess County,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0
1195,New_York,State Police Agencies,State Police: Franklin County,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0
1196,New_York,State Police Agencies,State Police: Herkimer County,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1197,New_York,State Police Agencies,State Police: Jefferson County,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
1198,New_York,State Police Agencies,State Police: Madison County,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
1199,New_York,State Police Agencies,State Police: Nassau County,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1200,New_York,State Police Agencies,State Police: Orange County,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
1201,New_York,State Police Agencies,State Police: Otsego County,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
1202,New_York,State Police Agencies,State Police: Putnam County,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0
1203,New_York,State Police Agencies,State Police: Saratoga County,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0
1204,New_York,State Police Agencies,State Police: Steuben County,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0
1205,New_York,State Police Agencies,State Police: Ulster County,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
1206,New_York,State Police Agencies,State Police: Westchester County,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
1207,New_York,Other Agencies,New York City Metropolitan Transportation Authority,0,0,0,0,0,4,5,4,4,2.0,15.0,0.0
1208,New_York,Other Agencies,"""State Park",0,0,0,0,0,0,1,0,0,,,
1209,North_Carolina,Cities,Albemarle,0,0,0,0,15946,0,0,0,1,1.0,0.0,0.0
1210,North_Carolina,Cities,Asheboro,0,0,0,0,25665,0,0,0,1,1.0,0.0,0.0
1211,North_Carolina,Cities,Asheville,1,0,0,0,86445,3,0,3,4,5.0,2.0,2.0
1212,North_Carolina,Cities,Burlington,0,0,0,0,51401,0,0,0,1,1.0,0.0,0.0
1213,North_Carolina,Cities,Carrboro,0,0,0,0,20709,0,0,0,1,1.0,0.0,0.0
1214,North_Carolina,Cities,Chapel Hill,1,0,0,0,58744,0,1,0,0,0.0,0.0,0.0
1215,North_Carolina,Cities,Charlotte-Mecklenburg,3,0,0,0,837638,10,4,2,5,8.0,4.0,6.0
1216,North_Carolina,Cities,Concord,0,0,0,0,82899,0,1,0,0,1.0,0.0,0.0
1217,North_Carolina,Cities,Creedmoor,0,0,0,0,4254,0,0,1,0,1.0,0.0,0.0
1218,North_Carolina,Cities,Durham,1,0,0,0,242865,3,0,4,0,2.0,1.0,3.0
1219,North_Carolina,Cities,Fayetteville,1,0,0,0,202524,2,1,2,1,4.0,1.0,0.0
1220,North_Carolina,Cities,Gastonia,0,0,0,0,73049,0,1,0,0,0.0,1.0,0.0
1221,North_Carolina,Cities,Greensboro,0,0,0,0,279343,0,1,0,2,3.0,0.0,0.0
1222,North_Carolina,Cities,Greenville,0,0,0,0,88018,0,1,0,0,1.0,0.0,0.0
1223,North_Carolina,Cities,Hickory,0,0,0,0,40109,0,1,0,0,0.0,0.0,1.0
1224,North_Carolina,Cities,Huntersville,0,0,0,0,50162,0,0,1,0,1.0,0.0,0.0
1225,North_Carolina,Cities,King,0,0,0,0,6860,0,1,0,0,0.0,1.0,0.0
1226,North_Carolina,Cities,Leland,0,0,0,0,15535,1,0,0,1,1.0,0.0,1.0
1227,North_Carolina,Cities,Lilesville,0,0,0,0,519,0,0,1,0,1.0,0.0,0.0
1228,North_Carolina,Cities,Mint Hill,0,0,0,0,24350,0,1,0,0,1.0,0.0,0.0
1229,North_Carolina,Cities,Morganton,0,0,0,0,16852,0,1,0,0,1.0,0.0,0.0
1230,North_Carolina,Cities,New Bern,0,0,0,0,30514,0,1,0,0,1.0,0.0,0.0
1231,North_Carolina,Cities,Oxford,0,0,0,0,8607,0,0,0,1,1.0,0.0,0.0
1232,North_Carolina,Cities,Raleigh,1,0,0,0,428993,0,2,2,0,3.0,0.0,0.0
1233,North_Carolina,Cities,Rocky Mount,0,0,0,0,57021,0,1,1,0,1.0,0.0,1.0
1234,North_Carolina,Cities,Roxboro,0,0,0,0,8310,0,0,2,0,2.0,0.0,0.0
1235,North_Carolina,Cities,Salisbury,0,0,0,0,33626,0,0,0,1,1.0,0.0,0.0
1236,North_Carolina,Cities,Siler City,0,0,0,0,8243,1,0,1,0,2.0,0.0,0.0
1237,North_Carolina,Cities,Thomasville,0,0,0,0,26866,0,0,1,0,1.0,0.0,0.0
1238,North_Carolina,Cities,Wadesboro,0,0,0,0,5673,0,0,1,0,1.0,0.0,0.0
1239,North_Carolina,Cities,Wilmington,0,0,0,0,110985,3,0,0,1,3.0,0.0,1.0
1240,North_Carolina,Cities,Wilson,0,0,0,0,49737,0,0,0,1,0.0,0.0,1.0
1241,North_Carolina,Cities,Wrightsville Beach,0,0,0,0,2551,0,1,0,0,1.0,0.0,0.0
1242,North_Carolina,Universities and Colleges,East Carolina University,0,0,0,0,26947,0,1,0,0,1.0,0.0,0.0
1243,North_Carolina,Universities and Colleges,North Carolina School of the Arts,0,0,0,0,880,1,0,0,1,2.0,0.0,0.0
1244,North_Carolina,Universities and Colleges,University of North Carolina: Greensboro,0,0,0,0,18516,0,0,1,2,1.0,0.0,2.0
1245,North_Carolina,Universities and Colleges,University of North Carolina: Wilmington,0,0,0,0,13733,0,0,1,0,1.0,0.0,0.0
1246,North_Carolina,Universities and Colleges,Wake Forest University,0,0,0,0,7432,1,0,1,0,0.0,0.0,2.0
1247,North_Carolina,Metropolitan Counties,Buncombe,1,0,0,0,0,0,0,2,1,2.0,0.0,0.0
1248,North_Carolina,Metropolitan Counties,Cabarrus,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0
1249,North_Carolina,Metropolitan Counties,Catawba,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1250,North_Carolina,Metropolitan Counties,Guilford,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
1251,North_Carolina,Metropolitan Counties,Iredell,0,0,0,0,0,0,2,3,0,0.0,5.0,0.0
1252,North_Carolina,Metropolitan Counties,New Hanover,0,0,0,0,0,0,1,0,1,1.0,0.0,1.0
1253,North_Carolina,Metropolitan Counties,Pitt,1,0,0,0,0,1,1,2,1,4.0,0.0,0.0
1254,North_Carolina,Nonmetropolitan Counties,Rutherford,0,0,0,0,0,0,2,1,1,1.0,2.0,1.0
1255,North_Carolina,Nonmetropolitan Counties,Surry,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
1256,North_Carolina,Nonmetropolitan Counties,Swain,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
1257,North_Dakota,Cities,Beulah,1,0,0,0,3149,1,0,0,0,0.0,0.0,0.0
1258,North_Dakota,Cities,Bismarck,5,0,0,0,65850,3,0,2,1,0.0,0.0,1.0
1259,North_Dakota,Cities,Carrington,0,0,0,0,2108,0,0,1,0,1.0,0.0,0.0
1260,North_Dakota,Cities,Devils Lake,0,0,0,0,7260,0,0,0,1,0.0,0.0,1.0
1261,North_Dakota,Cities,Dickinson,0,0,0,0,20347,0,0,1,0,0.0,1.0,0.0
1262,North_Dakota,Cities,Fargo,1,1,0,0,111101,2,3,6,3,8.0,2.0,2.0
1263,North_Dakota,Cities,Mandan,0,0,0,0,19168,0,0,1,1,2.0,0.0,0.0
1264,North_Dakota,Cities,Minot,0,0,0,0,44635,0,0,1,0,1.0,0.0,0.0
1265,North_Dakota,Cities,Valley City,0,0,0,0,6580,1,0,0,0,1.0,0.0,0.0
1266,North_Dakota,Cities,West Fargo,1,0,0,0,28018,1,2,2,3,6.0,1.0,0.0
1267,North_Dakota,Cities,Williston,0,0,0,0,19949,0,0,0,1,1.0,0.0,0.0
1268,North_Dakota,Metropolitan Counties,Cass,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
1269,North_Dakota,Metropolitan Counties,Grand Forks,0,0,0,0,0,0,1,0,1,2.0,0.0,0.0
1270,North_Dakota,Metropolitan Counties,Morton,0,0,0,0,0,0,1,1,0,2.0,0.0,0.0
1271,North_Dakota,Nonmetropolitan Counties,Dunn,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1272,North_Dakota,Nonmetropolitan Counties,Golden Valley,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0
1273,North_Dakota,Nonmetropolitan Counties,Grant,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
1274,North_Dakota,Nonmetropolitan Counties,Mountrail,1,3,0,0,0,0,0,1,4,1.0,0.0,0.0
1275,North_Dakota,Nonmetropolitan Counties,Walsh,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0
1276,Ohio,Cities,Akron,1,0,0,0,198405,3,3,2,0,5.0,0.0,2.0
1277,Ohio,Cities,Alliance,1,0,0,0,22144,0,0,1,0,0.0,0.0,0.0
1278,Ohio,Cities,Ashland,0,0,0,0,20306,1,0,0,0,1.0,0.0,0.0
1279,Ohio,Cities,Athens,0,0,0,0,23721,1,0,0,0,0.0,0.0,1.0
1280,Ohio,Cities,Austintown,0,0,0,0,36192,0,1,1,0,2.0,0.0,0.0
1281,Ohio,Cities,Barberton,0,0,0,0,26245,0,2,1,1,3.0,0.0,1.0
1282,Ohio,Cities,"""Bath Township",1,0,0,0,0,0,0,0,1,,,
1283,Ohio,Cities,Bellefontaine,1,0,0,0,13147,0,1,1,0,1.0,0.0,0.0
1284,Ohio,Cities,Blue Ash,0,0,0,0,12105,0,0,1,0,0.0,0.0,1.0
1285,Ohio,Cities,Boardman,0,0,0,0,40277,0,1,0,0,1.0,0.0,0.0
1286,Ohio,Cities,Bucyrus,1,0,0,0,12007,0,0,0,1,0.0,0.0,0.0
1287,Ohio,Cities,Butler Township,0,1,0,0,7864,1,0,0,0,0.0,0.0,0.0
1288,Ohio,Cities,Celina,0,0,0,0,10392,1,1,0,0,1.0,0.0,1.0
1289,Ohio,Cities,Cincinnati,5,1,0,0,296491,4,0,2,10,9.0,0.0,1.0
1290,Ohio,Cities,Circleville,0,0,0,0,13491,0,1,0,1,1.0,0.0,1.0
1291,Ohio,Cities,Clearcreek Township,1,0,0,0,14642,0,0,1,0,0.0,0.0,0.0
1292,Ohio,Cities,Cleveland,1,0,0,0,389181,1,0,4,2,1.0,0.0,5.0
1293,Ohio,Cities,Colerain Township,0,0,0,0,58578,0,0,1,1,2.0,0.0,0.0
1294,Ohio,Cities,Columbus,15,12,0,0,816364,8,22,60,46,88.0,4.0,17.0
1295,Ohio,Cities,Dayton,1,0,0,0,141167,2,3,1,2,5.0,0.0,2.0
1296,Ohio,Cities,East Liverpool,0,0,0,0,11010,2,0,0,0,1.0,1.0,0.0
1297,Ohio,Cities,East Palestine,0,0,0,0,4631,0,0,1,0,1.0,0.0,0.0
1298,Ohio,Cities,Eaton,0,0,0,0,8307,0,0,0,1,0.0,0.0,1.0
1299,Ohio,Cities,Englewood,0,0,0,0,13455,0,0,1,0,0.0,0.0,1.0
1300,Ohio,Cities,Fairborn,0,0,0,0,32820,1,0,1,0,2.0,0.0,0.0
1301,Ohio,Cities,Fairfield,0,0,0,0,42677,0,1,0,0,0.0,1.0,0.0
1302,Ohio,Cities,Findlay,0,0,0,0,41660,0,1,0,1,1.0,0.0,1.0
1303,Ohio,Cities,Gahanna,0,0,0,0,34011,0,0,0,2,0.0,0.0,2.0
1304,Ohio,Cities,Girard,0,0,0,0,9771,0,0,1,0,1.0,0.0,0.0
1305,Ohio,Cities,Greenhills,0,1,0,0,3591,2,0,0,0,1.0,0.0,0.0
1306,Ohio,Cities,Grove City,1,0,0,0,37208,1,2,1,0,3.0,0.0,0.0
1307,Ohio,Cities,Hamilton,0,0,0,0,62268,0,1,0,0,0.0,0.0,1.0
1308,Ohio,Cities,Huber Heights,0,2,0,0,38118,1,3,4,0,1.0,1.0,4.0
1309,Ohio,Cities,Hudson,1,0,0,0,22340,1,0,1,0,1.0,0.0,0.0
1310,Ohio,Cities,"""Jackson Township",0,0,0,0,0,0,0,1,0,,,
1311,Ohio,Cities,Kettering,0,0,0,0,55907,0,1,0,0,1.0,0.0,0.0
1312,Ohio,Cities,Lancaster,0,0,0,0,38902,0,0,0,1,1.0,0.0,0.0
1313,Ohio,Cities,Lorain,0,0,0,0,63582,0,5,1,1,7.0,0.0,0.0
1314,Ohio,Cities,Mansfield,0,0,0,0,46832,0,3,0,1,4.0,0.0,0.0
1315,Ohio,Cities,Medina,0,0,0,0,26492,2,0,0,0,2.0,0.0,0.0
1316,Ohio,Cities,Mentor-on-the-Lake,1,0,0,0,7434,0,0,2,0,1.0,0.0,0.0
1317,Ohio,Cities,"""Miami Township",0,0,0,0,0,0,0,2,0,,,
1318,Ohio,Cities,Montgomery,0,0,0,0,10305,0,1,1,0,2.0,0.0,0.0
1319,Ohio,Cities,Montpelier,0,0,0,0,4050,0,0,0,1,1.0,0.0,0.0
1320,Ohio,Cities,Moraine,1,0,0,0,6317,1,0,0,1,0.0,0.0,1.0
1321,Ohio,Cities,Mount Vernon,0,0,0,0,16748,1,0,1,0,2.0,0.0,0.0
1322,Ohio,Cities,Napoleon,0,0,0,0,8663,1,0,0,0,1.0,0.0,0.0
1323,Ohio,Cities,Nelsonville,0,0,0,0,5334,0,0,1,0,1.0,0.0,0.0
1324,Ohio,Cities,Niles,0,0,0,0,18950,0,0,1,0,1.0,0.0,0.0
1325,Ohio,Cities,North Baltimore,0,0,0,0,3492,0,1,0,0,1.0,0.0,0.0
1326,Ohio,Cities,North Canton,0,0,0,0,17380,0,1,0,0,1.0,0.0,0.0
1327,Ohio,Cities,North College Hill,0,0,0,0,9340,1,0,1,0,2.0,0.0,0.0
1328,Ohio,Cities,Norwalk,0,1,0,0,16906,1,1,0,0,0.0,0.0,1.0
1329,Ohio,Cities,Norwood,2,0,0,0,19052,0,1,1,1,1.0,0.0,0.0
1330,Ohio,Cities,Ottawa Hills,0,0,0,0,4481,1,0,0,0,1.0,0.0,0.0
1331,Ohio,Cities,Parma,0,0,0,0,80303,1,0,0,0,1.0,0.0,0.0
1332,Ohio,Cities,Portsmouth,0,0,0,0,20322,1,1,0,0,0.0,0.0,2.0
1333,Ohio,Cities,Reynoldsburg,0,0,0,0,36472,0,1,0,0,0.0,1.0,0.0
1334,Ohio,Cities,Richwood,0,0,0,0,2240,0,1,0,0,1.0,0.0,0.0
1335,Ohio,Cities,Riverside,0,0,0,0,25115,0,0,1,1,2.0,0.0,0.0
1336,Ohio,Cities,Solon,0,0,0,0,23105,0,1,0,0,1.0,0.0,0.0
1337,Ohio,Cities,South Euclid,0,0,0,0,21929,2,0,0,0,2.0,0.0,0.0
1338,Ohio,Cities,Springfield,0,0,0,0,60012,0,1,3,0,3.0,0.0,1.0
1339,Ohio,Cities,"""Springfield Township",0,0,0,0,0,0,1,0,0,,,
1340,Ohio,Cities,Struthers,0,1,0,0,10522,0,2,0,1,1.0,1.0,0.0
1341,Ohio,Cities,Trotwood,0,0,0,0,24282,0,2,0,0,1.0,0.0,1.0
1342,Ohio,Cities,Troy,0,0,0,0,25424,0,1,0,0,1.0,0.0,0.0
1343,Ohio,Cities,Twinsburg,1,0,0,0,18750,0,0,1,1,0.0,1.0,0.0
1344,Ohio,Cities,"""Union Township",0,0,0,0,0,0,1,0,0,,,
1345,Ohio,Cities,Upper Arlington,0,0,0,0,34369,0,0,1,2,3.0,0.0,0.0
1346,Ohio,Cities,Urbana,0,0,0,0,11599,2,0,0,0,1.0,1.0,0.0
1347,Ohio,Cities,Vandalia,0,0,0,0,15181,0,1,1,0,2.0,0.0,0.0
1348,Ohio,Cities,Wapakoneta,0,0,0,0,9812,0,0,1,0,1.0,0.0,0.0
1349,Ohio,Cities,Warren,0,1,0,0,40474,0,3,1,0,3.0,0.0,0.0
1350,Ohio,Cities,Warren Township,0,0,0,0,5450,0,0,0,1,1.0,0.0,0.0
1351,Ohio,Cities,Wooster,0,0,0,0,26468,1,1,0,0,1.0,1.0,0.0
1352,Ohio,Cities,Xenia,0,0,0,0,26038,1,0,1,1,3.0,0.0,0.0
1353,Ohio,Cities,Youngstown,0,0,0,0,64938,0,0,1,0,1.0,0.0,0.0
1354,Ohio,Cities,Zanesville,0,0,0,0,25378,1,2,0,1,1.0,1.0,2.0
1355,Ohio,Universities and Colleges,Bowling Green State University,0,0,0,0,17286,1,0,0,0,1.0,0.0,0.0
1356,Ohio,Universities and Colleges,Capital University,0,0,0,0,3584,0,0,0,3,2.0,0.0,1.0
1357,Ohio,Universities and Colleges,Kent State University,0,0,0,0,28602,0,0,1,0,0.0,0.0,1.0
1358,Ohio,Universities and Colleges,"""Ohio State University",0,0,0,0,0,0,0,2,0,,,
1359,Ohio,Metropolitan Counties,Butler,0,2,0,0,0,3,2,1,2,3.0,0.0,3.0
1360,Ohio,Metropolitan Counties,Clermont,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1361,Ohio,Metropolitan Counties,Delaware,1,0,0,0,0,0,0,2,0,1.0,0.0,0.0
1362,Ohio,Metropolitan Counties,Franklin,2,0,0,0,0,1,0,1,0,0.0,0.0,0.0
1363,Ohio,Metropolitan Counties,Fulton,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0
1364,Ohio,Metropolitan Counties,Geauga,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1365,Ohio,Metropolitan Counties,Greene,0,0,0,0,0,1,2,0,0,2.0,0.0,1.0
1366,Ohio,Metropolitan Counties,Lorain,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0
1367,Ohio,Metropolitan Counties,Lucas,0,0,0,0,0,1,0,0,1,0.0,1.0,1.0
1368,Ohio,Metropolitan Counties,Medina,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0
1369,Ohio,Metropolitan Counties,Montgomery,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0
1370,Ohio,Metropolitan Counties,Pickaway,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1371,Ohio,Metropolitan Counties,Richland,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0
1372,Ohio,Metropolitan Counties,Stark,1,0,0,0,0,0,0,1,1,1.0,0.0,0.0
1373,Ohio,Metropolitan Counties,Trumbull,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0
1374,Ohio,Nonmetropolitan Counties,Ashland,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0
1375,Ohio,Nonmetropolitan Counties,Athens,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0
1376,Ohio,Nonmetropolitan Counties,Auglaize,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0
1377,Ohio,Nonmetropolitan Counties,Hancock,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0
1378,Ohio,Nonmetropolitan Counties,Jackson,0,0,0,0,0,0,0,2,0,2.0,0.0,0.0
1379,Ohio,Nonmetropolitan Counties,Knox,0,0,0,0,0,0,2,0,1,2.0,1.0,0.0
1380,Ohio,Nonmetropolitan Counties,Marion,0,1,0,0,0,1,0,0,1,0.0,0.0,1.0
1381,Ohio,Nonmetropolitan Counties,Meigs,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
1382,Ohio,Nonmetropolitan Counties,Ross,0,0,0,0,0,0,2,0,1,2.0,1.0,0.0
1383,Ohio,Nonmetropolitan Counties,Shelby,0,0,0,0,0,0,0,0,2,2.0,0.0,0.0
1384,Ohio,Nonmetropolitan Counties,Washington,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0
1385,Ohio,Nonmetropolitan Counties,Wayne,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1386,Ohio,Other Agencies,Cleveland Metropolitan Park District,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1387,Oklahoma,Cities,Altus,0,0,0,0,19634,0,1,0,0,1.0,0.0,0.0
1388,Oklahoma,Cities,Bixby,0,0,0,0,23122,0,1,0,0,1.0,0.0,0.0
1389,Oklahoma,Cities,Blanchard,0,0,0,0,8016,1,0,0,0,1.0,0.0,0.0
1390,Oklahoma,Cities,Broken Arrow,1,0,0,0,102956,0,0,1,0,0.0,0.0,0.0
1391,Oklahoma,Cities,Choctaw,0,0,0,0,11768,1,0,0,0,1.0,0.0,0.0
1392,Oklahoma,Cities,Cleveland,1,0,0,0,3224,0,1,0,0,0.0,0.0,0.0
1393,Oklahoma,Cities,Elk City,0,0,0,0,12463,1,0,0,0,1.0,0.0,0.0
1394,Oklahoma,Cities,Fairfax,0,0,0,0,1373,1,0,0,0,1.0,0.0,0.0
1395,Oklahoma,Cities,Heavener,0,0,0,0,3377,0,0,1,0,0.0,1.0,0.0
1396,Oklahoma,Cities,Muskogee,0,0,0,0,38884,1,1,1,0,1.0,1.0,1.0
1397,Oklahoma,Cities,Norman,0,0,0,0,116970,2,0,1,1,3.0,1.0,0.0
1398,Oklahoma,Cities,Oklahoma City,1,0,0,0,605034,3,4,3,2,7.0,2.0,2.0
1399,Oklahoma,Cities,Owasso,0,0,0,0,31973,1,0,0,0,1.0,0.0,0.0
1400,Oklahoma,Cities,Sapulpa,0,0,0,0,20857,0,1,0,0,0.0,0.0,1.0
1401,Oklahoma,Cities,Sayre,0,0,0,0,4556,0,0,0,1,1.0,0.0,0.0
1402,Oklahoma,Cities,Skiatook,0,1,0,0,7751,0,0,0,1,0.0,0.0,0.0
1403,Oklahoma,Cities,Talihina,0,0,0,0,1112,0,0,1,0,0.0,0.0,1.0
1404,Oklahoma,Cities,Tonkawa,0,0,0,0,3150,0,1,0,0,1.0,0.0,0.0
1405,Oklahoma,Universities and Colleges,Southwestern Oklahoma State University,0,0,0,0,5106,0,0,0,1,0.0,0.0,1.0
1406,Oklahoma,Universities and Colleges,University of Central Oklahoma,0,0,0,0,17211,0,0,0,1,0.0,0.0,1.0
1407,Oklahoma,Metropolitan Counties,Grady,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0
1408,Oklahoma,Metropolitan Counties,Tulsa,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0
1409,Oklahoma,Metropolitan Counties,Wagoner,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
1410,Oklahoma,Nonmetropolitan Counties,Roger Mills,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1411,Oklahoma,Other Agencies,Tonkawa Tribal,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
1412,Oregon,Cities,Ashland,0,0,0,0,20455,1,0,0,0,1.0,0.0,0.0
1413,Oregon,Cities,Beaverton,0,0,0,0,93551,0,0,1,0,0.0,0.0,1.0
1414,Oregon,Cities,Bend,1,0,0,0,79926,2,0,1,0,0.0,2.0,0.0
1415,Oregon,Cities,Eugene,2,0,0,0,158499,1,9,1,4,6.0,4.0,3.0
1416,Oregon,Cities,Newberg-Dundee,1,0,0,0,25647,0,0,1,0,0.0,0.0,0.0
1417,Oregon,Cities,Newport,0,0,0,0,10029,0,1,0,0,0.0,0.0,1.0
1418,Oregon,Cities,Portland,1,0,0,0,609136,1,3,2,0,1.0,1.0,3.0
1419,Oregon,Cities,Salem,2,0,0,0,158234,9,3,2,0,7.0,1.0,4.0
1420,Oregon,Cities,Springfield,1,0,0,0,60024,0,1,1,1,2.0,0.0,0.0
1421,Oregon,Cities,Sutherlin,0,0,0,0,7747,0,1,0,0,1.0,0.0,0.0
1422,Oregon,Cities,Tigard,1,0,0,0,50311,2,3,4,0,8.0,0.0,0.0
1423,Oregon,Cities,Toledo,0,1,0,0,3461,1,2,1,0,2.0,0.0,1.0
1424,Oregon,Metropolitan Counties,Deschutes,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1425,Oregon,Metropolitan Counties,Jackson,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0
1426,Oregon,Metropolitan Counties,Lane,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0
1427,Oregon,Metropolitan Counties,Yamhill,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0
1428,Oregon,Nonmetropolitan Counties,Douglas,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0
